Opeth - The Last Will And Testament [2024] [Album] [24-48 ALAC - WEB]

|----------|--------------------------------------------------------------|----------|---------|
|   TRACK  |                             TITLE                            | DURATION |   SIZE  |
|----------|--------------------------------------------------------------|----------|---------|
|    01    | §1                                                           |   5:56   |  75 MB  |
|    02    | §2                                                           |   5:33   |  71 MB  |
|    03    | §3                                                           |   5:10   |  69 MB  |
|    04    | §4                                                           |   7:00   |  88 MB  |
|    05    | §5                                                           |   7:29   |  99 MB  |
|    06    | §6                                                           |   6:03   |  77 MB  |
|    07    | §7                                                           |   6:30   |  83 MB  |
|    08    | A Story Never Told                                           |   7:11   |  85 MB  |
|----------|--------------------------------------------------------------|----------|---------|

