Opeth - Blackwater Park (20th Anniversary Edition) [2001] [Album] [ALAC - WEB]

|----------|--------------------------------------------------------------|----------|---------|
|   TRACK  |                             TITLE                            | DURATION |   SIZE  |
|----------|--------------------------------------------------------------|----------|---------|
|    01    | The Leper Affinity                                           |   10:23  |  75 MB  |
|    02    | Bleak                                                        |   9:15   |  74 MB  |
|    03    | Harvest                                                      |   6:01   |  47 MB  |
|    04    | The Drapery Falls                                            |   10:53  |  83 MB  |
|    05    | Dirge for November                                           |   7:53   |  50 MB  |
|    06    | The Funeral Portrait                                         |   8:44   |  70 MB  |
|    07    | Patterns in the Ivy                                          |   1:52   |  10 MB  |
|    08    | Blackwater Park                                              |   12:11  |  88 MB  |
|    09    | The Leper Affinity (Live)                                    |   9:26   |  71 MB  |
|----------|--------------------------------------------------------------|----------|---------|

