Satyricon - Now, Diabolical [2006] [Album] [ALAC - WEB]

|----------|--------------------------------------------------------------|----------|---------|
|   TRACK  |                             TITLE                            | DURATION |   SIZE  |
|----------|--------------------------------------------------------------|----------|---------|
|    01    | Now, Diabolical                                              |   5:30   |  45 MB  |
|    02    | K.I.N.G                                                      |   3:36   |  30 MB  |
|    03    | The Pentagram Burns                                          |   5:38   |  46 MB  |
|    04    | A New Enemy                                                  |   5:47   |  47 MB  |
|    05    | The Rite of Our Cross                                        |   5:45   |  44 MB  |
|    06    | That Darkness Shall Be Eternal                               |   4:46   |  38 MB  |
|    07    | Delirium                                                     |   5:38   |  44 MB  |
|    08    | To the Mountains                                             |   8:09   |  65 MB  |
|----------|--------------------------------------------------------------|----------|---------|

