Satyricon - Satyricon [2013] [Album] [ALAC - WEB]

|----------|--------------------------------------------------------------|----------|---------|
|   TRACK  |                             TITLE                            | DURATION |   SIZE  |
|----------|--------------------------------------------------------------|----------|---------|
|    01    | Voice of Shadows                                             |   2:35   |  18 MB  |
|    02    | Tro Og Kraft                                                 |   6:01   |  42 MB  |
|    03    | Our World, It Rumbles Tonight                                |   5:12   |  40 MB  |
|    04    | Nocturnal Flare                                              |   6:38   |  48 MB  |
|    05    | Phoenix                                                      |   6:32   |  47 MB  |
|    06    | Walker Upon the Wind                                         |   4:57   |  38 MB  |
|    07    | Nekrohaven                                                   |   3:12   |  25 MB  |
|    08    | Ageless Northern Spirit                                      |   4:43   |  35 MB  |
|    09    | The Infinity of Time and Space                               |   7:47   |  53 MB  |
|    10    | Natt (Different Fade)                                        |   3:44   |  22 MB  |
|    11    | Phoenix (Recording Session Mix)                              |   6:32   |  47 MB  |
|    12    | Our World, It Rumbles Tonight (Deeper Low Mix)               |   5:07   |  41 MB  |
|    13    | Natt (Wet Mix)                                               |   3:34   |  22 MB  |
|----------|--------------------------------------------------------------|----------|---------|

