ikimonogakari - Chou Iki mo no Matsuri 2016 Jimoto de SHOW!! ~Atsugi Deshou!!!~ (Live Tracks) [2025] [Live Album] [24-48 ALAC - WEB]

|----------|--------------------------------------------------------------|----------|---------|
|   TRACK  |                             TITLE                            | DURATION |   SIZE  |
|----------|--------------------------------------------------------------|----------|---------|
|    01    | Kaze ga Fuiteiru (2016 Live Track)                           |   7:43   |  103 MB |
|    02    | Blue Bird (2016 Live Track)                                  |   3:45   |  53 MB  |
|    03    | Tsubasa (2016 Live Track)                                    |   5:30   |  74 MB  |
|    04    | Seishun Line (2016 Live Track)                               |   4:06   |  57 MB  |
|    05    | Karakuri (2016 Live Track)                                   |   6:56   |  88 MB  |
|    06    | Love to Peace (2016 Live Track)                              |   4:54   |  68 MB  |
|    07    | Sweet! Sweet! Music! (2016 Live Track)                       |   5:46   |  81 MB  |
|    08    | Warattetainda (2016 Live Track)                              |   6:33   |  91 MB  |
|    09    | Kaeritakunatta yo (2016 Live Track)                          |   6:12   |  78 MB  |
|    10    | Mudai ~Tooku e~ (2016 Live Track)                            |   6:06   |  80 MB  |
|    11    | SAKURA (2016 Live Track)                                     |   5:58   |  77 MB  |
|    12    | Arigatou (2016 Live Track)                                   |   6:33   |  85 MB  |
|    13    | HANABI (2016 Live Track)                                     |   4:41   |  66 MB  |
|    14    | Chikoku Shichau yo (2016 Live Track)                         |   4:35   |  62 MB  |
|----------|--------------------------------------------------------------|----------|---------|

