X JAPAN - Jealousy (Remastered Edition) [2008] [Album] [ALAC - WEB]

|----------|--------------------------------------------------------------|----------|---------|
|   TRACK  |                             TITLE                            | DURATION |   SIZE  |
|----------|--------------------------------------------------------------|----------|---------|
|    01    | Es Dur no Pianosen (2008 Remaster)                           |   1:53   |  10 MB  |
|    02    | Silent Jealousy (2008 Remaster)                              |   7:18   |  58 MB  |
|    03    | Miscast (2008 Remaster)                                      |   5:13   |  41 MB  |
|    04    | Desperate Angel (2008 Remaster)                              |   5:53   |  47 MB  |
|    05    | White Wind From Mr. Martin (2008 Remaster)                   |   1:02   |  07 MB  |
|    06    | Voiceless Screaming (2008 Remaster)                          |   6:16   |  40 MB  |
|    07    | Stab Me In The Back (2008 Remaster)                          |   3:52   |  31 MB  |
|    08    | Love Replica (2008 Remaster)                                 |   4:35   |  28 MB  |
|    09    | Joker (2008 Remaster)                                        |   5:33   |  40 MB  |
|    10    | Say Anything (2008 Remaster)                                 |   8:42   |  61 MB  |
|----------|--------------------------------------------------------------|----------|---------|

