YUI - MY SHORT STORIES [2008] [Best Album] [ALAC - WEB]

|----------|--------------------------------------------------------------|----------|---------|
|   TRACK  |                             TITLE                            | DURATION |   SIZE  |
|----------|--------------------------------------------------------------|----------|---------|
|    01    | I'll be                                                      |   3:32   |  28 MB  |
|    02    | HELP                                                         |   3:30   |  27 MB  |
|    03    | Last Train                                                   |   4:41   |  34 MB  |
|    04    | Winter Hot Music                                             |   3:06   |  22 MB  |
|    05    | Jam                                                          |   3:05   |  25 MB  |
|    06    | Skyline                                                      |   3:49   |  29 MB  |
|    07    | Free Bird                                                    |   2:55   |  22 MB  |
|    08    | I wanna be...                                                |   3:25   |  26 MB  |
|    09    | Oh My God                                                    |   2:45   |  21 MB  |
|    10    | Cloudy                                                       |   3:26   |  26 MB  |
|    11    | Driving today                                                |   3:08   |  22 MB  |
|    12    | Understand                                                   |   3:33   |  24 MB  |
|    13    | crossroad                                                    |   3:54   |  28 MB  |
|    14    | It's happy line                                              |   3:19   |  24 MB  |
|    15    | Why me                                                       |   4:05   |  27 MB  |
|----------|--------------------------------------------------------------|----------|---------|

