YUI - I LOVED YESTERDAY [2008] [Album] [ALAC - WEB]

|----------|--------------------------------------------------------------|----------|---------|
|   TRACK  |                             TITLE                            | DURATION |   SIZE  |
|----------|--------------------------------------------------------------|----------|---------|
|    01    | Laugh away                                                   |   4:19   |  35 MB  |
|    02    | My Generation                                                |   3:53   |  31 MB  |
|    03    | Find me                                                      |   3:35   |  30 MB  |
|    04    | No way                                                       |   1:16   |  12 MB  |
|    05    | Namidairo                                                    |   3:33   |  27 MB  |
|    06    | Daydreamer                                                   |   3:35   |  29 MB  |
|    07    | Love is all                                                  |   4:24   |  34 MB  |
|    08    | I will love you                                              |   4:21   |  35 MB  |
|    09    | We will go                                                   |   3:02   |  24 MB  |
|    10    | OH YEAH                                                      |   3:12   |  25 MB  |
|    11    | My friend                                                    |   3:13   |  25 MB  |
|    12    | LOVE & TRUTH                                                 |   4:18   |  34 MB  |
|    13    | Am I wrong                                                   |   3:35   |  26 MB  |
|----------|--------------------------------------------------------------|----------|---------|

