YUI - FROM ME TO YOU [2006] [Album] [ALAC - WEB]

|----------|--------------------------------------------------------------|----------|---------|
|   TRACK  |                             TITLE                            | DURATION |   SIZE  |
|----------|--------------------------------------------------------------|----------|---------|
|    01    | Merry Go Round                                               |   3:52   |  28 MB  |
|    02    | feel my soul                                                 |   3:48   |  29 MB  |
|    03    | Ready to love                                                |   3:48   |  27 MB  |
|    04    | Swing of lie                                                 |   4:17   |  31 MB  |
|    05    | LIFE                                                         |   4:01   |  31 MB  |
|    06    | Blue wind                                                    |   4:09   |  28 MB  |
|    07    | I can't say                                                  |   3:37   |  25 MB  |
|    08    | Simply white                                                 |   3:36   |  25 MB  |
|    09    | Just my way                                                  |   3:21   |  26 MB  |
|    10    | Tomorrow's way                                               |   4:45   |  34 MB  |
|    11    | I know                                                       |   3:04   |  23 MB  |
|    12    | TOKYO                                                        |   4:05   |  27 MB  |
|    13    | Spiral & Escape                                              |   3:27   |  22 MB  |
|----------|--------------------------------------------------------------|----------|---------|

