MEJIBRAY - SM #2 (Regular Edition) [2017] [Album] [24-44 ALAC - WEB]

|----------|--------------------------------------------------------------|----------|---------|
|   TRACK  |                             TITLE                            | DURATION |   SIZE  |
|----------|--------------------------------------------------------------|----------|---------|
|    01    | Sliver (SM #2 Ver.)                                          |   6:00   |  79 MB  |
|    02    | RAVEN (SM #2 Ver.)                                           |   4:01   |  54 MB  |
|    03    | Theatrical Blue Black (SM #2 Ver.)                           |   4:39   |  62 MB  |
|    04    | Nepenthes (SM #2 Ver.)                                       |   4:01   |  51 MB  |
|    05    | Eiki (SM #2 Ver.)                                            |   4:31   |  52 MB  |
|    06    | Paradigm Paradox (SM #2 Ver.)                                |   3:15   |  43 MB  |
|    07    | SECRET No.03 (SM #2 Ver.)                                    |   4:26   |  56 MB  |
|    08    | Agitato GRIMOIRE (SM #2 Ver.)                                |   4:52   |  62 MB  |
|    09    | THE END (SM #2 Ver.)                                         |   4:46   |  62 MB  |
|    10    | Uka (SM #2 Ver.)                                             |   4:33   |  59 MB  |
|    11    | Nanaki (SM #2 Ver.)                                          |   5:21   |  70 MB  |
|----------|--------------------------------------------------------------|----------|---------|

