Janne Da Arc - ANOTHER SINGLES [2003] [Best Album] [ALAC - WEB]

|----------|--------------------------------------------------------------|----------|---------|
|   TRACK  |                             TITLE                            | DURATION |   SIZE  |
|----------|--------------------------------------------------------------|----------|---------|
|    01    | seal                                                         |   4:46   |  34 MB  |
|    02    | FAKE                                                         |   4:44   |  35 MB  |
|    03    | Vanish                                                       |   3:57   |  30 MB  |
|    04    | Vanity (Single Mix from D.N.A)                               |   4:21   |  34 MB  |
|    05    | IMAGE or...                                                  |   5:26   |  42 MB  |
|    06    | differ                                                       |   4:56   |  38 MB  |
|    07    | Blue Tear ~Ningyo no Namida~                                 |   5:37   |  43 MB  |
|    08    | Knife                                                        |   4:35   |  33 MB  |
|    09    | GUNS                                                         |   4:01   |  30 MB  |
|    10    | Dear my...                                                   |   5:28   |  38 MB  |
|    11    | MOTHER BRAIN                                                 |   4:59   |  37 MB  |
|    12    | QUEEN                                                        |   5:00   |  38 MB  |
|    13    | answer                                                       |   4:58   |  38 MB  |
|    14    | MEDICAL BODY (Another Singles Mix)                           |   3:44   |  30 MB  |
|    15    | Who am I?                                                    |   4:09   |  34 MB  |
|----------|--------------------------------------------------------------|----------|---------|
