Janne Da Arc - Dearly [1998] [EP] [FLAC - CD]

|----------|--------------------------------------------------------------|----------|---------|
|   TRACK  |                             TITLE                            | DURATION |   SIZE  |
|----------|--------------------------------------------------------------|----------|---------|
|    01    | [SE]                                                         |   0:50   |  03 MB  |
|    02    | Fantasia                                                     |   5:36   |  44 MB  |
|    03    | Judgement Shinigami no Kiss                                  |   5:58   |  45 MB  |
|    04    | More Deep                                                    |   4:40   |  37 MB  |
|    05    | So Blew                                                      |   5:31   |  43 MB  |
|    06    | Confusion                                                    |   5:02   |  41 MB  |
|    07    | Speed                                                        |   3:19   |  26 MB  |
|    08    | Yami no Tsuki wo Anata ni...                                 |   6:14   |  47 MB  |
|----------|--------------------------------------------------------------|----------|---------|

