Tomohisa Yamashita - YAMA-P (Limited Edition B) [2016] [Best Album] [FLAC - CD]

|----------|--------------------------------------------------------------|----------|---------|
|   TRACK  |                             TITLE                            | DURATION |   SIZE  |
|----------|--------------------------------------------------------------|----------|---------|
|    01    | I, Texas                                                     |   3:30   |  26 MB  |
|    02    | LOVE CHASE                                                   |   3:30   |  27 MB  |
|    03    | ERO -2012 version-                                           |   4:04   |  32 MB  |
|    04    | Que Sera Sera                                                |   3:11   |  23 MB  |
|    05    | SUMMER NUDE '13                                              |   4:12   |  33 MB  |
|    06    | Genshi-teki ja Night ~Analog Love~                           |   3:47   |  29 MB  |
|    07    | HELLO                                                        |   3:29   |  27 MB  |
|    08    | YOUR STEP                                                    |   2:39   |  19 MB  |
|    09    | Daite Señorita -2014 version-                                |   3:32   |  27 MB  |
|    10    | Dreamer -New Recording Version-                              |   4:54   |  35 MB  |
|    11    | Dreamer -banvox Remix-                                       |   6:39   |  54 MB  |
|----------|--------------------------------------------------------------|----------|---------|

