Nox Aurea - Ascending in Triumph [2010] [Album] [ALAC - WEB]

|----------|--------------------------------------------------------------|----------|---------|
|   TRACK  |                             TITLE                            | DURATION |   SIZE  |
|----------|--------------------------------------------------------------|----------|---------|
|    01    | Ascending in Triumph                                         |   7:53   |  63 MB  |
|    02    | The Loss and Endeavour of Divinity                           |   8:45   |  68 MB  |
|    03    | The Shadowless Plains                                        |   8:18   |  64 MB  |
|    04    | Mother Aletheia Chapter 2                                    |   9:52   |  76 MB  |
|    05    | The Delight of Autumn Passion                                |   6:25   |  50 MB  |
|    06    | My Voyage Through Galactic Aeons                             |   8:50   |  67 MB  |
|    07    | To the Grave I Belong                                        |   8:11   |  66 MB  |
|    08    | Emendare                                                     |   4:12   |  21 MB  |
|----------|--------------------------------------------------------------|----------|---------|

