SMAP - S map SMAP 014 [2000] [Album] [FLAC - CD]

|----------|--------------------------------------------------------------|----------|---------|
|   TRACK  |                             TITLE                            | DURATION |   SIZE  |
|----------|--------------------------------------------------------------|----------|---------|
|    01    | Theme of 014                                                 |   4:46   |  32 MB  |
|    02    | Let It Be                                                    |   4:10   |  32 MB  |
|    03    | You're My Love                                               |   5:34   |  39 MB  |
|    04    | STOP!                                                        |   4:05   |  28 MB  |
|    05    | Jara Jara JAPAN ~for the Japanese~                           |   4:30   |  31 MB  |
|    06    | Natsu no Kaze wo Wasureyuku You ni                           |   5:05   |  35 MB  |
|    07    | Last Scene                                                   |   5:04   |  38 MB  |
|    08    | shiosai                                                      |   4:42   |  31 MB  |
|    09    | Happy Train                                                  |   4:19   |  33 MB  |
|    10    | Lion Heart (014 Version)                                     |   5:03   |  33 MB  |
|    11    | Ai no Hi ~Kimi to Merry Christmas~                           |   4:25   |  31 MB  |
|----------|--------------------------------------------------------------|----------|---------|

