Fool The Masses - It's All Lost [2024] [Album] [ALAC - WEB]

|----------|--------------------------------------------------------------|----------|---------|
|   TRACK  |                             TITLE                            | DURATION |   SIZE  |
|----------|--------------------------------------------------------------|----------|---------|
|    01    | It's All Lost                                                |   1:26   |  10 MB  |
|    02    | Into The Void                                                |   3:20   |  27 MB  |
|    03    | Shape Me                                                     |   3:32   |  26 MB  |
|    04    | Dream Talker                                                 |   3:33   |  27 MB  |
|    05    | Just A Silhouette                                            |   3:43   |  27 MB  |
|    06    | I Fall Apart                                                 |   3:10   |  23 MB  |
|    07    | Confessions                                                  |   3:49   |  26 MB  |
|    08    | Black Soul                                                   |   5:03   |  33 MB  |
|    09    | God Has Left Us                                              |   3:46   |  28 MB  |
|    10    | Seven                                                        |   3:00   |  23 MB  |
|    11    | W.S.T.N.O.F.                                                 |   3:53   |  28 MB  |
|    12    | Death Of Me                                                  |   3:37   |  27 MB  |
|    13    | Shallow Skin                                                 |   3:04   |  24 MB  |
|----------|--------------------------------------------------------------|----------|---------|

