NIGHTMARE - 20th Anniversary NIGHTMARE PERSONAL BEST (YOMI Edition) [2020] [Best Album] [FLAC - CD]

|----------|--------------------------------------------------------------|----------|---------|
|   TRACK  |                             TITLE                            | DURATION |   SIZE  |
|----------|--------------------------------------------------------------|----------|---------|
|    01    | dogma (refined)                                              |   3:27   |  26 MB  |
|    02    | livEVIL                                                      |   3:58   |  31 MB  |
|    03    | Varuna                                                       |   4:15   |  32 MB  |
|    04    | Jishou                                                       |   5:26   |  38 MB  |
|    05    | GIANISM Tsu                                                  |   4:04   |  29 MB  |
|    06    | GIANISM Shi                                                  |   4:11   |  31 MB  |
|    07    | GIANISM Go                                                   |   2:27   |  17 MB  |
|    08    | GIANISM Roku                                                 |   4:32   |  33 MB  |
|    09    | GIANISM Shichi                                               |   5:06   |  38 MB  |
|    10    | GIANISM Hachi                                                |   3:13   |  23 MB  |
|    11    | GIANISM Kyuu                                                 |   2:40   |  20 MB  |
|    12    | Akane                                                        |   3:57   |  30 MB  |
|    13    | Tsuki no Hikari, Utsutsu no Yume                             |   4:51   |  34 MB  |
|    14    | RAY OF LIGHT                                                 |   3:51   |  28 MB  |
|    15    | Star[K]night                                                 |   3:34   |  27 MB  |
|----------|--------------------------------------------------------------|----------|---------|

