LM.C - SUPER GLITTER LOUD BOX [2008] [Album] [24-44 ALAC - WEB]

|----------|--------------------------------------------------------------|----------|---------|
|   TRACK  |                             TITLE                            | DURATION |   SIZE  |
|----------|--------------------------------------------------------------|----------|---------|
|    01    | NO.9 (ver. SGLB)                                             |   1:53   |  23 MB  |
|    02    | ☆Rock the LM.C☆                                              |   4:24   |  57 MB  |
|    03    | Loud_Mucker_Complex (ver. SGLB)                              |   3:06   |  40 MB  |
|    04    | OH MY JULIET.                                                |   3:40   |  48 MB  |
|    05    | @FUNNY PHANTOM@                                              |   4:26   |  58 MB  |
|    06    | mR. century                                                  |   4:01   |  51 MB  |
|    07    | CRAZY A GO GO (ver. SGLB)                                    |   0:53   |  12 MB  |
|    08    | METALLY (ver. SGLB)                                          |   3:35   |  47 MB  |
|    09    | Boon! (ver. SGLB)                                            |   3:30   |  44 MB  |
|    10    | -SORA Namidairo- (ver. SGLB)                                 |   4:49   |  59 MB  |
|    11    | *BOOST+BUSTERz* (ver. SGLB)                                  |   4:46   |  60 MB  |
|    12    | La Dee Da                                                    |   4:18   |  55 MB  |
|    13    | little Fát Mán boy                                           |   3:59   |  52 MB  |
|    14    | Yellow Beauty (ver. SGLB)                                    |   4:11   |  54 MB  |
|    15    | BOYS & GIRLS                                                 |   4:10   |  55 MB  |
|----------|--------------------------------------------------------------|----------|---------|

