LM.C - JOHN (Limited Edition B) [2008] [Single] [ALAC - WEB]

Disc 1
|----------|--------------------------------------------------------------|----------|---------|
|   TRACK  |                             TITLE                            | DURATION |   SIZE  |
|----------|--------------------------------------------------------------|----------|---------|
|    01    | JOHN                                                         |   3:41   |  30 MB  |
|    02    | Tiny Circus                                                  |   4:19   |  32 MB  |
|----------|--------------------------------------------------------------|----------|---------|

Disc 2
|----------|--------------------------------------------------------------|----------|---------|
|   TRACK  |                             TITLE                            | DURATION |   SIZE  |
|----------|--------------------------------------------------------------|----------|---------|
|    01    | METALLY (Basement Master mix)                                |   4:20   |  34 MB  |
|    02    | METALLY (regnorts mix)                                       |   3:34   |  27 MB  |
|    03    | METALLY (DENKI-trical Parade mix)                            |   2:56   |  23 MB  |
|    04    | METALLY (Inazuma Kaihouku 99℃ mix)                           |   4:58   |  37 MB  |
|    05    | METALLY (Sodaro mix)                                         |   4:18   |  30 MB  |
|    06    | METALLY (digital.metal.lovely mix)                           |   4:25   |  36 MB  |
|    07    | METALLY (Blanche Luminosite mix)                             |   3:14   |  20 MB  |
|----------|--------------------------------------------------------------|----------|---------|

