LM.C - ☆★Best the LM.C★☆ 2006-2011 SINGLES [2011] [Best Album] [ALAC - WEB]

|----------|--------------------------------------------------------------|----------|---------|
|   TRACK  |                             TITLE                            | DURATION |   SIZE  |
|----------|--------------------------------------------------------------|----------|---------|
|    01    | ☆Rock the LM.C☆                                              |   4:26   |  34 MB  |
|    02    | little Fát Mán boy                                           |   4:01   |  32 MB  |
|    03    | OH MY JULIET.                                                |   3:40   |  30 MB  |
|    04    | BOYS & GIRLS                                                 |   4:09   |  35 MB  |
|    05    | LIAR LIAR                                                    |   4:16   |  32 MB  |
|    06    | Sentimental PIGgy Romance                                    |   3:39   |  27 MB  |
|    07    | Bell the CAT                                                 |   4:04   |  29 MB  |
|    08    | JOHN                                                         |   3:41   |  29 MB  |
|    09    | 88                                                           |   3:53   |  31 MB  |
|    10    | PUNKY♥HEART                                                  |   3:55   |  32 MB  |
|    11    | GHOST † HEART                                                |   3:35   |  29 MB  |
|    12    | LET ME' CRAZY!!                                              |   4:35   |  38 MB  |
|    13    | SUPER DUPER GALAXY                                           |   5:07   |  42 MB  |
|    14    | Hoshi no Arika.                                              |   4:47   |  38 MB  |
|    15    | The LOVE SONG                                                |   4:14   |  35 MB  |
|----------|--------------------------------------------------------------|----------|---------|

