Amon Amarth - The Great Heathen Army [2022] [Album] [24-96 ALAC - WEB]

|----------|--------------------------------------------------------------|----------|---------|
|   TRACK  |                             TITLE                            | DURATION |   SIZE  |
|----------|--------------------------------------------------------------|----------|---------|
|    01    | Get in the Ring                                              |   4:24   |  102 MB |
|    02    | The Great Heathen Army                                       |   4:04   |  99 MB  |
|    03    | Heidrun                                                      |   4:42   |  115 MB |
|    04    | Oden Owns You All                                            |   4:17   |  100 MB |
|    05    | Find a Way or Make One                                       |   4:30   |  102 MB |
|    06    | Dawn of Norsemen                                             |   5:32   |  132 MB |
|    07    | Saxons and Vikings (feat. Saxon)                             |   4:55   |  120 MB |
|    08    | Skagul Rides with Me                                         |   4:34   |  112 MB |
|    09    | The Serpent's Trail                                          |   6:01   |  136 MB |
|----------|--------------------------------------------------------------|----------|---------|

