Jupiter - Zeus ~Legends Never Die~ [2019] [Album] [ALAC - WEB]

|----------|--------------------------------------------------------------|----------|---------|
|   TRACK  |                             TITLE                            | DURATION |   SIZE  |
|----------|--------------------------------------------------------------|----------|---------|
|    01    | New World Order                                              |   1:07   |  08 MB  |
|    02    | Theory of Evolution                                          |   5:07   |  40 MB  |
|    03    | Beyond the Horizon                                           |   4:56   |  39 MB  |
|    04    | Drastic Night                                                |   4:08   |  32 MB  |
|    05    | Show must go on                                              |   3:50   |  31 MB  |
|    06    | Straight into the fire                                       |   3:46   |  30 MB  |
|    07    | Angel's wings                                                |   5:10   |  40 MB  |
|    08    | No cry no more                                               |   4:43   |  37 MB  |
|    09    | Tempest                                                      |   4:01   |  31 MB  |
|    10    | The spirit within me                                         |   4:49   |  37 MB  |
|    11    | TEARS OF THE SUN                                             |   4:31   |  36 MB  |
|    12    | Memories of you                                              |   5:26   |  39 MB  |
|    13    | Zeus: I. Legend Never Die / II. Conversations with God       |   11:51  |  88 MB  |
|----------|--------------------------------------------------------------|----------|---------|

