Alice Nine - Supernova [2014] [Album] [ALAC - WEB]

|----------|--------------------------------------------------------------|----------|---------|
|   TRACK  |                             TITLE                            | DURATION |   SIZE  |
|----------|--------------------------------------------------------------|----------|---------|
|    01    | SHINING                                                      |   3:49   |  30 MB  |
|    02    | Mandala                                                      |   3:33   |  28 MB  |
|    03    | SEVEN                                                        |   3:23   |  27 MB  |
|    04    | Moebius                                                      |   3:50   |  31 MB  |
|    05    | Daybreak                                                     |   3:53   |  29 MB  |
|    06    | shooting star                                                |   4:34   |  34 MB  |
|    07    | Exist                                                        |   3:25   |  27 MB  |
|    08    | 1 Minute Kidding                                             |   0:58   |  08 MB  |
|    09    | KID                                                          |   3:18   |  25 MB  |
|    10    | SHADOWPLAY (Supernova Edition)                               |   4:41   |  35 MB  |
|    11    | Kaisen Zenya                                                 |   4:01   |  32 MB  |
|    12    | Prelude -resolution-                                         |   2:26   |  18 MB  |
|----------|--------------------------------------------------------------|----------|---------|

