L'Arc~en~Ciel - ark (Remastered 2022) [1999] [Album] [24-96 ALAC - WEB]

|----------|--------------------------------------------------------------|----------|---------|
|   TRACK  |                             TITLE                            | DURATION |   SIZE  |
|----------|--------------------------------------------------------------|----------|---------|
|    01    | forbidden lover (Remastered 2022)                            |   6:01   |  133 MB |
|    02    | HEAVEN'S DRIVE (Remastered 2022)                             |   4:15   |  101 MB |
|    03    | Driver's High (Remastered 2022)                              |   4:10   |  95 MB  |
|    04    | Cradle (Remastered 2022)                                     |   4:56   |  110 MB |
|    05    | DIVE TO BLUE (Remastered 2022)                               |   5:33   |  128 MB |
|    06    | Larva (Remastered 2022)                                      |   3:54   |  88 MB  |
|    07    | Butterfly's Sleep (Remastered 2022)                          |   5:10   |  115 MB |
|    08    | Perfect Blue (Remastered 2022)                               |   3:48   |  84 MB  |
|    09    | Shinjitsu to Gensou to (Remastered 2022)                     |   5:22   |  118 MB |
|    10    | What is love (Remastered 2022)                               |   4:13   |  95 MB  |
|    11    | Pieces (ark mix) (Remastered 2022)                           |   5:45   |  130 MB |
|----------|--------------------------------------------------------------|----------|---------|

