L'Arc~en~Ciel - The Best of L'Arc-en-Ciel cw [2003] [Best Album] [ALAC - WEB]

|----------|--------------------------------------------------------------|----------|---------|
|   TRACK  |                             TITLE                            | DURATION |   SIZE  |
|----------|--------------------------------------------------------------|----------|---------|
|    01    | Brilliant Years                                              |   3:16   |  28 MB  |
|    02    | Anata no Tame ni                                             |   4:33   |  35 MB  |
|    03    | I'm so happy                                                 |   4:43   |  39 MB  |
|    04    | Sayounara                                                    |   4:28   |  37 MB  |
|    05    | Sai wa Nagerareta                                            |   4:09   |  34 MB  |
|    06    | THE GHOST IN MY ROOM                                         |   5:01   |  41 MB  |
|    07    | metropolis                                                   |   4:23   |  32 MB  |
|    08    | Peeping Tom                                                  |   4:02   |  30 MB  |
|    09    | a swell in the sun                                           |   4:42   |  35 MB  |
|    10    | Kasou -1014 mix-                                             |   5:05   |  40 MB  |
|    11    | hole                                                         |   1:08   |  10 MB  |
|    12    | get out from the shell                                       |   4:15   |  32 MB  |
|----------|--------------------------------------------------------------|----------|---------|

