L'Arc~en~Ciel - KISS (Remastered 2022) [2007] [Album] [24-96 ALAC - WEB]

|----------|--------------------------------------------------------------|----------|---------|
|   TRACK  |                             TITLE                            | DURATION |   SIZE  |
|----------|--------------------------------------------------------------|----------|---------|
|    01    | SEVENTH HEAVEN (Remastered 2022)                             |   5:01   |  124 MB |
|    02    | Pretty girl (Remastered 2022)                                |   3:18   |  81 MB  |
|    03    | MY HEART DRAWS A DREAM (Remastered 2022)                     |   4:16   |  101 MB |
|    04    | Sunadokei (Remastered 2022)                                  |   4:35   |  106 MB |
|    05    | spiral (Remastered 2022)                                     |   4:01   |  98 MB  |
|    06    | ALONE EN LA VIDA (Remastered 2022)                           |   5:12   |  119 MB |
|    07    | DAYBREAK'S BELL (Remastered 2022)                            |   4:12   |  101 MB |
|    08    | Umibe (Remastered 2022)                                      |   4:33   |  107 MB |
|    09    | THE BLACK ROSE (Remastered 2022)                             |   3:38   |  49 MB  |
|    10    | Link (KISS Mix) (Remastered 2022)                            |   4:46   |  114 MB |
|    11    | Yuki no Ashiato (Remastered 2022)                            |   4:47   |  110 MB |
|    12    | Hurry Xmas (Remastered 2022)                                 |   4:49   |  113 MB |
|----------|--------------------------------------------------------------|----------|---------|

