L'Arc~en~Ciel - REAL (Remastered 2022) [2005] [Album] [ALAC - WEB]

|----------|--------------------------------------------------------------|----------|---------|
|   TRACK  |                             TITLE                            | DURATION |   SIZE  |
|----------|--------------------------------------------------------------|----------|---------|
|    01    | get out from the shell -asian version- (Remastered 2022)     |   4:15   |  97 MB  |
|    02    | THE NEPENTHES (Remastered 2022)                              |   3:26   |  79 MB  |
|    03    | NEO UNIVERSE (Remastered 2022)                               |   4:08   |  98 MB  |
|    04    | bravery (Remastered 2022)                                    |   5:27   |  125 MB |
|    05    | LOVE FLIES (Remastered 2022)                                 |   4:54   |  114 MB |
|    06    | finale (Remastered 2022)                                     |   6:26   |  147 MB |
|    07    | STAY AWAY (Remastered 2022)                                  |   3:59   |  91 MB  |
|    08    | ROUTE 666 (Remastered 2022)                                  |   4:28   |  102 MB |
|    09    | TIME SLIP (Remastered 2022)                                  |   5:00   |  109 MB |
|    10    | a silent letter (Remastered 2022)                            |   6:39   |  142 MB |
|    11    | ALL YEAR AROUND FALLING IN LOVE (Remastered 2022)            |   5:33   |  125 MB |
|----------|--------------------------------------------------------------|----------|---------|

