L'Arc~en~Ciel - heavenly (Remastered 2022) [1995] [Album] [24-96 ALAC - WEB]

|----------|--------------------------------------------------------------|----------|---------|
|   TRACK  |                             TITLE                            | DURATION |   SIZE  |
|----------|--------------------------------------------------------------|----------|---------|
|    01    | Still I'm With You (Remastered 2022)                         |   4:13   |  100 MB |
|    02    | Vivid Colors (Remastered 2022)                               |   4:46   |  113 MB |
|    03    | and She Said (Remastered 2022)                               |   4:43   |  111 MB |
|    04    | Glass Tama (Remastered 2022)                                 |   5:06   |  115 MB |
|    05    | Secret Signs (Remastered 2022)                               |   3:37   |  86 MB  |
|    06    | C'est La Vie - Remastered 2022                               |   4:05   |  96 MB  |
|    07    | Natsu no Yuuutsu (Remastered 2022)                           |   4:13   |  102 MB |
|    08    | Cureless (Remastered 2022)                                   |   4:53   |  116 MB |
|    09    | Shizuka no Umi de (Remastered 2022)                          |   7:13   |  162 MB |
|    10    | The Rain Leaves a Scar (Remastered 2022)                     |   3:52   |  93 MB  |
|----------|--------------------------------------------------------------|----------|---------|

