Matenrou Opera - COUPLING COLLECTION 08-09 [2009] [Best Album] [24-44 ALAC - WEB]

|----------|--------------------------------------------------------------|----------|---------|
|   TRACK  |                             TITLE                            | DURATION |   SIZE  |
|----------|--------------------------------------------------------------|----------|---------|
|    01    | honey drop                                                   |   4:01   |  51 MB  |
|    02    | Boukyaku Celluloid                                           |   5:42   |  72 MB  |
|    03    | Shinkirou                                                    |   4:51   |  60 MB  |
|    04    | Kagayakeru Sekai                                             |   4:37   |  58 MB  |
|    05    | Datura                                                       |   4:46   |  61 MB  |
|    06    | Tenjou e no Kakehashi wo                                     |   6:20   |  70 MB  |
|    07    | Faust                                                        |   4:35   |  58 MB  |
|    08    | Lawn Daisy                                                   |   3:33   |  45 MB  |
|----------|--------------------------------------------------------------|----------|---------|

