Matenrou Opera - BEST & CLIPS [2016] [Best Album] [24-44 ALAC - WEB]

|----------|--------------------------------------------------------------|----------|---------|
|   TRACK  |                             TITLE                            | DURATION |   SIZE  |
|----------|--------------------------------------------------------------|----------|---------|
|    01    | Mou Hitori no Hanayome                                       |   4:33   |  32 MB  |
|    02    | Helios                                                       |   5:02   |  36 MB  |
|    03    | Otoshiana no Soko wa Konna Sekai                             |   4:10   |  30 MB  |
|    04    | Justice                                                      |   4:57   |  37 MB  |
|    05    | GLORIA                                                       |   5:09   |  38 MB  |
|    06    | Innovational Symphonia                                       |   3:49   |  29 MB  |
|    07    | Kassai to Gekijou no Gloria                                  |   6:19   |  45 MB  |
|    08    | Orb                                                          |   5:58   |  43 MB  |
|    09    | Tonari ni Suwaru Taiyou                                      |   4:09   |  31 MB  |
|    10    | Tengoku no Aru Basho                                         |   6:15   |  45 MB  |
|    11    | Chimeishou                                                   |   4:09   |  31 MB  |
|    12    | ether                                                        |   4:40   |  34 MB  |
|    13    | BURNING SOUL                                                 |   5:39   |  44 MB  |
|    14    | Honou no Hito                                                |   3:47   |  28 MB  |
|----------|--------------------------------------------------------------|----------|---------|

