Three Days Grace - Three Days Grace (Expanded Edition) [2003] [Album] [ALAC - WEB]

|----------|--------------------------------------------------------------|----------|---------|
|   TRACK  |                             TITLE                            | DURATION |   SIZE  |
|----------|--------------------------------------------------------------|----------|---------|
|    01    | Burn                                                         |   4:27   |  34 MB  |
|    02    | Just Like You                                                |   3:06   |  26 MB  |
|    03    | I Hate Everything About You                                  |   3:51   |  29 MB  |
|    04    | Home                                                         |   4:20   |  33 MB  |
|    05    | Scared                                                       |   3:13   |  26 MB  |
|    06    | Let You Down                                                 |   3:44   |  28 MB  |
|    07    | Now or Never                                                 |   3:00   |  23 MB  |
|    08    | Born Like This                                               |   3:32   |  28 MB  |
|    09    | Drown                                                        |   3:28   |  28 MB  |
|    10    | Wake Up                                                      |   3:24   |  26 MB  |
|    11    | Take Me Under                                                |   4:18   |  32 MB  |
|    12    | Overrated                                                    |   3:30   |  25 MB  |
|    13    | I Hate Everything About You (Live Acoustic)                  |   3:59   |  26 MB  |
|    14    | Are You Ready                                                |   2:45   |  21 MB  |
|    15    | Drown (Live Acoustic)                                        |   4:05   |  26 MB  |
|----------|--------------------------------------------------------------|----------|---------|

