Three Days Grace - Transit of Venus [2012] [Album] [24-44 ALAC - WEB]

|----------|--------------------------------------------------------------|----------|---------|
|   TRACK  |                             TITLE                            | DURATION |   SIZE  |
|----------|--------------------------------------------------------------|----------|---------|
|    01    | Sign of the Times                                            |   3:11   |  38 MB  |
|    02    | Chalk Outline                                                |   3:01   |  37 MB  |
|    03    | The High Road                                                |   3:13   |  40 MB  |
|    04    | Operate                                                      |   3:22   |  42 MB  |
|    05    | Anonymous                                                    |   3:13   |  40 MB  |
|    06    | Misery Loves My Company                                      |   2:42   |  34 MB  |
|    07    | Give In to Me                                                |   3:19   |  41 MB  |
|    08    | Happiness                                                    |   2:53   |  37 MB  |
|    09    | Give Me a Reason                                             |   4:03   |  49 MB  |
|    10    | Time That Remains                                            |   3:12   |  40 MB  |
|    11    | Expectations                                                 |   2:42   |  34 MB  |
|    12    | Broken Glass                                                 |   3:21   |  42 MB  |
|    13    | Unbreakable Heart                                            |   3:26   |  43 MB  |
|----------|--------------------------------------------------------------|----------|---------|

