Three Days Grace - Human [2015] [Album] [24-44 ALAC - WEB]

|----------|--------------------------------------------------------------|----------|---------|
|   TRACK  |                             TITLE                            | DURATION |   SIZE  |
|----------|--------------------------------------------------------------|----------|---------|
|    01    | Human Race                                                   |   4:09   |  51 MB  |
|    02    | Painkiller                                                   |   2:58   |  38 MB  |
|    03    | Fallen Angel                                                 |   3:06   |  39 MB  |
|    04    | Landmine                                                     |   3:25   |  43 MB  |
|    05    | Tell Me Why                                                  |   3:30   |  42 MB  |
|    06    | I Am Machine                                                 |   3:21   |  43 MB  |
|    07    | So What                                                      |   2:57   |  36 MB  |
|    08    | Car Crash                                                    |   2:50   |  34 MB  |
|    09    | Nothing's Fair In Love and War                               |   3:44   |  45 MB  |
|    10    | One Too Many                                                 |   2:41   |  32 MB  |
|    11    | The End Is Not the Answer                                    |   2:52   |  35 MB  |
|    12    | The Real You                                                 |   3:54   |  43 MB  |
|----------|--------------------------------------------------------------|----------|---------|

