Morning Musume - Best! Morning Musume 2 [2004] [Best Album] [ALAC - WEB]

|----------|--------------------------------------------------------------|----------|---------|
|   TRACK  |                             TITLE                            | DURATION |   SIZE  |
|----------|--------------------------------------------------------------|----------|---------|
|    01    | Go Girl ~Koi no Victory~                                     |   4:08   |  35 MB  |
|    02    | Do it! Now                                                   |   4:24   |  34 MB  |
|    03    | Koko ni Iruzee!                                              |   4:26   |  36 MB  |
|    04    | Ai Araba IT'S ALL RIGHT                                      |   4:34   |  39 MB  |
|    05    | The☆Pea~ce!                                                  |   5:15   |  42 MB  |
|    06    | Mr. Moonlight ~Ai no Big Band~                               |   4:03   |  31 MB  |
|    07    | Shabondama                                                   |   4:06   |  33 MB  |
|    08    | Souda! We're ALIVE                                           |   4:55   |  39 MB  |
|    09    | AS FOR ONE DAY                                               |   4:17   |  33 MB  |
|    10    | Morning Musume no Hyokkori Hyoutanjima                       |   3:24   |  27 MB  |
|    11    | Dekkai Uchuu ni Ai ga Aru                                    |   5:57   |  46 MB  |
|    12    | YAH! Aishitai!                                               |   3:15   |  26 MB  |
|----------|--------------------------------------------------------------|----------|---------|

