Morning Musume - 4th Ikimasshoi! [2002] [Album] [24-44 ALAC - WEB]

|----------|--------------------------------------------------------------|----------|---------|
|   TRACK  |                             TITLE                            | DURATION |   SIZE  |
|----------|--------------------------------------------------------------|----------|---------|
|    01    | The☆Peace! (Complete Version)                                |   5:27   |  70 MB  |
|    02    | Ii Koto Aru Kinen no Shunkan                                 |   4:14   |  53 MB  |
|    03    | Mr. Moonlight ~Ai no Big Band~ (Long Version)                |   7:01   |  83 MB  |
|    04    | Hajimete no Rock Concert                                     |   4:35   |  57 MB  |
|    05    | Otoko Tomodachi                                              |   4:03   |  51 MB  |
|    06    | Souda! We're ALIVE                                           |   4:57   |  65 MB  |
|    07    | Dekkai Uchuu ni Ai ga Aru (Album Version)                    |   5:03   |  63 MB  |
|    08    | Ikimasshoi!                                                  |   4:07   |  53 MB  |
|    09    | Densha no Futari                                             |   3:20   |  43 MB  |
|    10    | Honki de Atsui Theme Song                                    |   5:21   |  70 MB  |
|    11    | Suki na Senpai                                               |   3:19   |  42 MB  |
|    12    | Ren'ai Revolution 21 (13nin Version)                         |   4:53   |  63 MB  |
|    13    | Nanni mo Iwazu ni I LOVE YOU                                 |   5:15   |  65 MB  |
|----------|--------------------------------------------------------------|----------|---------|

