Morning Musume - 15 Thank you, too [2017] [Album] [24-44 ALAC - WEB]

|----------|--------------------------------------------------------------|----------|---------|
|   TRACK  |                             TITLE                            | DURATION |   SIZE  |
|----------|--------------------------------------------------------------|----------|---------|
|    01    | Jealousy Jealousy                                            |   4:37   |  60 MB  |
|    02    | Romance ni Mezameru Mousou Joshi no Uta                      |   4:41   |  62 MB  |
|    03    | CHO DAI                                                      |   4:27   |  56 MB  |
|    04    | Watashi no Nanni mo Wakacchanai                              |   4:56   |  64 MB  |
|    05    | Jama Shinaide Here We Go!                                    |   4:34   |  58 MB  |
|    06    | Style of my love                                             |   4:40   |  59 MB  |
|    07    | Narcissus Kamatte-chan Kyousoukyoku Dai 5ban                 |   4:18   |  56 MB  |
|    08    | Seishun Say A-HA                                             |   3:47   |  50 MB  |
|    09    | Wakaindashi!                                                 |   5:10   |  65 MB  |
|    10    | Mou Gaman Dekinai wa ~Love ice cream~                        |   4:47   |  65 MB  |
|    11    | Dokyuu no Go Sign                                            |   3:50   |  52 MB  |
|    12    | Koi wa Toki ni                                               |   5:13   |  65 MB  |
|    13    | Joshi Kashimashi Monogatari (Morning Musume '17 Ver.)        |   5:17   |  69 MB  |
|    14    | BRAND NEW MORNING                                            |   4:24   |  57 MB  |
|    15    | Ai no Tane (20th Anniversary Ver.)                           |   4:06   |  53 MB  |
|----------|--------------------------------------------------------------|----------|---------|

