Morning Musume - Second Morning [1999] [24-44 Album] [ALAC - WEB]

|----------|--------------------------------------------------------------|----------|---------|
|   TRACK  |                             TITLE                            | DURATION |   SIZE  |
|----------|--------------------------------------------------------------|----------|---------|
|    01    | NIGHT OF TOKYO CITY                                          |   4:12   |  55 MB  |
|    02    | Manatsu no Kousen (Vacation Mix)                             |   5:06   |  65 MB  |
|    03    | Memory Seishun no Hikari                                     |   5:04   |  64 MB  |
|    04    | Suki de ×5                                                   |   4:35   |  57 MB  |
|    05    | Furusato                                                     |   5:15   |  65 MB  |
|    06    | Daite HOLD ON ME! (N.Y. Mix)                                 |   4:24   |  56 MB  |
|    07    | Papa ni Niteiru Kare                                         |   4:41   |  57 MB  |
|    08    | Senkou Hanabi                                                |   4:35   |  57 MB  |
|    09    | Koi no Shihatsu Ressha (Album Version)                       |   4:27   |  54 MB  |
|    10    | Otome no Shinrigaku                                          |   3:36   |  45 MB  |
|    11    | Never Forget (Large Vocal Mix)                               |   4:34   |  55 MB  |
|    12    | Da Di Du De Do Da Di!                                        |   5:58   |  75 MB  |
|----------|--------------------------------------------------------------|----------|---------|

