Morning Musume - 13 Colorful Character [2012] [Album] [24-44 ALAC - WEB]

|----------|--------------------------------------------------------------|----------|---------|
|   TRACK  |                             TITLE                            | DURATION |   SIZE  |
|----------|--------------------------------------------------------------|----------|---------|
|    01    | One Two Three                                                |   4:27   |  60 MB  |
|    02    | What's Up? Ai wa Dou na no yo~                               |   5:22   |  71 MB  |
|    03    | Be Alive                                                     |   5:31   |  69 MB  |
|    04    | Lalala no Pipipi                                             |   4:44   |  62 MB  |
|    05    | Dokka~n Cappricio                                            |   3:11   |  42 MB  |
|    06    | The Matenrou Show                                            |   5:18   |  70 MB  |
|    07    | Zero Kara Hajimaru Seishun                                   |   5:09   |  63 MB  |
|    08    | Ren'ai Hunter                                                |   4:44   |  64 MB  |
|    09    | Chikyuu ga Naiteiru                                          |   5:14   |  68 MB  |
|    10    | Namida Hitoshizuku                                           |   4:15   |  52 MB  |
|    11    | Waratte! YOU                                                 |   4:28   |  58 MB  |
|    12    | Pyocopyoco Ultra                                             |   4:57   |  66 MB  |
|----------|--------------------------------------------------------------|----------|---------|

