Laputa - Jakou [1998] [Album] [ALAC - WEB]

|----------|--------------------------------------------------------------|----------|---------|
|   TRACK  |                             TITLE                            | DURATION |   SIZE  |
|----------|--------------------------------------------------------------|----------|---------|
|    01    | Jakou                                                        |   4:27   |  33 MB  |
|    02    | Chemical Reaction                                            |   4:12   |  32 MB  |
|    03    | rose                                                         |   4:14   |  31 MB  |
|    04    | Yurenagara...                                                |   4:31   |  33 MB  |
|    05    | Sakarete ni Mai                                              |   5:05   |  36 MB  |
|    06    | Canary                                                       |   5:30   |  36 MB  |
|    07    | meet again                                                   |   5:51   |  43 MB  |
|    08    | Hakuchuumu                                                   |   4:18   |  32 MB  |
|    09    | Knife                                                        |   4:59   |  38 MB  |
|    10    | Crash Boy                                                    |   4:36   |  31 MB  |
|----------|--------------------------------------------------------------|----------|---------|

