Carach Angren - Where the Corpses Sink Forever [2012] [Album] [ALAC - WEB]

|----------|--------------------------------------------------------------|----------|---------|
|   TRACK  |                             TITLE                            | DURATION |   SIZE  |
|----------|--------------------------------------------------------------|----------|---------|
|    01    | An Ominous Recording                                         |   1:58   |  12 MB  |
|    02    | Lingering in an Imprint Haunting                             |   5:04   |  37 MB  |
|    03    | Bitte Tötet Mich                                             |   5:03   |  40 MB  |
|    04    | The Funerary Dirge of a Violinist                            |   8:04   |  61 MB  |
|    05    | Sir John                                                     |   4:27   |  34 MB  |
|    06    | Spectral Infantry Battalions                                 |   2:04   |  14 MB  |
|    07    | General Nightmare                                            |   4:19   |  32 MB  |
|    08    | Little Hector, What Have You Done?                           |   4:55   |  37 MB  |
|    09    | These Fields Are Lurking (Seven Pairs of Demon Eyes)         |   7:15   |  48 MB  |
|----------|--------------------------------------------------------------|----------|---------|

