Shoko Nakagawa - RGB ~True Color~ [2019] [Album] [FLAC - CD]

|----------|--------------------------------------------------------------|----------|---------|
|   TRACK  |                             TITLE                            | DURATION |   SIZE  |
|----------|--------------------------------------------------------------|----------|---------|
|    01    | Dori Dori                                                    |   3:56   |  34 MB  |
|    02    | RGB                                                          |   4:02   |  34 MB  |
|    03    | LUCKY DIP                                                    |   3:34   |  31 MB  |
|    04    | Heavy Girl                                                   |   3:25   |  29 MB  |
|    05    | blue moon                                                    |   4:18   |  36 MB  |
|    06    | Magical Circle                                               |   4:36   |  39 MB  |
|    07    | Mugen∞Blanc Noir                                             |   4:16   |  38 MB  |
|    08    | PUNCH LINE!                                                  |   4:03   |  34 MB  |
|    09    | Mr. Darling                                                  |   4:05   |  33 MB  |
|    10    | Rokujouma Kara, Sekai e                                      |   4:54   |  41 MB  |
|    11    | mrcl                                                         |   3:52   |  32 MB  |
|    12    | Neko Boogie                                                  |   2:44   |  20 MB  |
|    13    | Kaze to Issho ni                                             |   4:58   |  36 MB  |
|    14    | Type: Wild                                                   |   3:30   |  29 MB  |
|    15    | Aishiteru                                                    |   5:00   |  38 MB  |
|    16    | Aru Hi Dokoka de                                             |   4:43   |  37 MB  |
|----------|--------------------------------------------------------------|----------|---------|

