Sakura Gakuin - Sakura Gakuin 2012 Nendo ~My Generation~ [2013] [Album] [FLAC - CD]

|----------|--------------------------------------------------------------|----------|---------|
|   TRACK  |                             TITLE                            | DURATION |   SIZE  |
|----------|--------------------------------------------------------------|----------|---------|
|    01    | WONDERFUL JOURNEY                                            |   4:21   |  33 MB  |
|    02    | Sleep Wonder                                                 |   4:55   |  39 MB  |
|    03    | Headbanger!!                                                 |   4:02   |  32 MB  |
|    04    | Miracle♪Pattyful♪Hamburger                                   |   4:36   |  36 MB  |
|    05    | Suimin Fusoku                                                |   4:13   |  32 MB  |
|    06    | Scoreboard ni Love ga Aru                                    |   4:39   |  35 MB  |
|    07    | Science Girl▽Silence Boy                                     |   3:37   |  30 MB  |
|    08    | Delta                                                        |   4:59   |  41 MB  |
|    09    | Sakurairo no Avenue                                          |   3:59   |  30 MB  |
|    10    | My Graduation Toss                                           |   5:33   |  45 MB  |
|    11    | Marshmallow Iro no Kimi to                                   |   4:03   |  33 MB  |
|    12    | Tabidachi no Hi ni ~J-MIX 2012~                              |   3:45   |  25 MB  |
|----------|--------------------------------------------------------------|----------|---------|

