Sakura Gakuin - Sakura Gakuin 2010 Nendo ~message~ [2011] [Album] [ALAC - WEB]

|----------|--------------------------------------------------------------|----------|---------|
|   TRACK  |                             TITLE                            | DURATION |   SIZE  |
|----------|--------------------------------------------------------------|----------|---------|
|    01    | FLY AWAY                                                     |   4:25   |  35 MB  |
|    02    | Hello! IVY                                                   |   3:32   |  28 MB  |
|    03    | Chime                                                        |   3:51   |  31 MB  |
|    04    | Happy Birthday                                               |   2:55   |  24 MB  |
|    05    | Princess☆a la mode                                           |   3:49   |  32 MB  |
|    06    | Brand New Day                                                |   3:13   |  24 MB  |
|    07    | Dear Mr. Socrates                                            |   4:01   |  32 MB  |
|    08    | Medaka no Kyoudai                                            |   3:25   |  29 MB  |
|    09    | Doki Doki☆Morning                                            |   3:45   |  30 MB  |
|    10    | Yume ni Mukatte                                              |   4:17   |  35 MB  |
|    11    | message                                                      |   4:53   |  35 MB  |
|----------|--------------------------------------------------------------|----------|---------|

