SINCREA - ATLAS [2008] [Album] [24-44 ALAC - WEB]

|----------|--------------------------------------------------------------|----------|---------|
|   TRACK  |                             TITLE                            | DURATION |   SIZE  |
|----------|--------------------------------------------------------------|----------|---------|
|    01    | Transient Gig #1 -Bearing the sky-                           |   1:30   |  18 MB  |
|    02    | Rhapsodia                                                    |   4:59   |  64 MB  |
|    03    | ALL YOU NEED                                                 |   5:31   |  69 MB  |
|    04    | JESUS MARIA                                                  |   4:05   |  52 MB  |
|    05    | HAZED OVER                                                   |   5:52   |  73 MB  |
|    06    | Hikari                                                       |   4:50   |  59 MB  |
|    07    | I Close My Eyes                                              |   6:03   |  69 MB  |
|    08    | DRIFTERS + DREAMERS                                          |   4:22   |  56 MB  |
|    09    | SWINGING QUEEN                                               |   4:36   |  58 MB  |
|    10    | Silkspider                                                   |   5:48   |  73 MB  |
|    11    | SPIRAL GAME                                                  |   4:43   |  61 MB  |
|    12    | ATLAS                                                        |   5:26   |  68 MB  |
|    13    | Transient Gig #2 -Beyond the sky-                            |   0:51   |  09 MB  |
|----------|--------------------------------------------------------------|----------|---------|

