LuLu - Nippon Iryou Kakumei [2008] [Album] [FLAC - CD]

|----------|--------------------------------------------------------------|----------|---------|
|   TRACK  |                             TITLE                            | DURATION |   SIZE  |
|----------|--------------------------------------------------------------|----------|---------|
|    01    | Dekiai Kranke                                                |   4:22   |  30 MB  |
|    02    | Kashokushou                                                  |   2:51   |  19 MB  |
|    03    | Moroku Hakanai Kokoro no Zou                                 |   4:13   |  32 MB  |
|    04    | Kinbaku Catheter                                             |   4:00   |  27 MB  |
|    05    | Mrs Connie no Kunou                                          |   4:20   |  30 MB  |
|    06    | Shoujou: Kannou Allergie                                     |   3:40   |  27 MB  |
|    07    | CT Mosaic                                                    |   3:55   |  30 MB  |
|    08    | Isho                                                         |   4:24   |  32 MB  |
|    09    | Menhera Virus                                                |   4:20   |  31 MB  |
|    10    | Seishin Chintsuuzai                                          |   4:03   |  30 MB  |
|----------|--------------------------------------------------------------|----------|---------|

