GALNERYUS - INTO THE PURGATORY [2019] [Album] [FLAC - WEB]

|----------|--------------------------------------------------------------|----------|---------|
|   TRACK  |                             TITLE                            | DURATION |   SIZE  |
|----------|--------------------------------------------------------------|----------|---------|
|    01    | PURGATORIAL FLAME                                            |   2:52   |  22 MB  |
|    02    | MY HOPE IS GONE                                              |   7:00   |  56 MB  |
|    03    | FIGHTING OF ETERNITY                                         |   6:28   |  52 MB  |
|    04    | GLORY                                                        |   5:50   |  44 MB  |
|    05    | NEVER AGAIN                                                  |   7:21   |  58 MB  |
|    06    | THE FOLLOWERS                                                |   5:06   |  41 MB  |
|    07    | COME BACK TO ME AGAIN                                        |   5:57   |  47 MB  |
|    08    | REMAIN BEHIND                                                |   6:22   |  45 MB  |
|    09    | THE END OF THE LINE                                          |   8:56   |  71 MB  |
|    10    | ROAMING IN MY MEMORY                                         |   2:35   |  15 MB  |
|----------|--------------------------------------------------------------|----------|---------|

