DRUGS - D/D/D [2026] [Album] [24-48 ALAC - WEB]

|----------|--------------------------------------------------------------|----------|---------|
|   TRACK  |                             TITLE                            | DURATION |   SIZE  |
|----------|--------------------------------------------------------------|----------|---------|
|    01    | NEW ORDER                                                    |   4:52   |  68 MB  |
|    02    | UNTIL I DIE                                                  |   3:57   |  56 MB  |
|    03    | THE LIBRA                                                    |   4:05   |  58 MB  |
|    04    | Echoes of the Hidden Self                                    |   4:34   |  63 MB  |
|    05    | Shi, Seisatsu                                                |   6:29   |  86 MB  |
|    06    | Flesh and Halo                                               |   5:04   |  71 MB  |
|    07    | CARVED IN ALMA                                               |   3:47   |  56 MB  |
|    08    | Baku                                                         |   3:30   |  52 MB  |
|----------|--------------------------------------------------------------|----------|---------|

