Solus - Exeunt [2026 [Album] [ALAC - WEB]

|----------|--------------------------------------------------------------|----------|---------|
|   TRACK  |                             TITLE                            | DURATION |   SIZE  |
|----------|--------------------------------------------------------------|----------|---------|
|    01    | Avernus                                                      |   4:39   |  35 MB  |
|    02    | The Flamewrought Monarch                                     |   3:58   |  30 MB  |
|    03    | Orating Uncreation                                           |   4:01   |  30 MB  |
|    04    | Miasma                                                       |   3:33   |  26 MB  |
|    05    | Cloaked in Remnants                                          |   3:44   |  27 MB  |
|    06    | Karmosin                                                     |   3:57   |  29 MB  |
|    07    | The Acolyte                                                  |   4:16   |  31 MB  |
|    08    | Tyrant                                                       |   3:18   |  22 MB  |
|    09    | In Ecstatic Rapture                                          |   3:50   |  27 MB  |
|    10    | Damocles                                                     |   4:19   |  32 MB  |
|    11    | Exeunt                                                       |   3:06   |  18 MB  |
|----------|--------------------------------------------------------------|----------|---------|

