Solus - Codex Dissonantia [2022] [Album] [ALAC - WEB]

|----------|--------------------------------------------------------------|----------|---------|
|   TRACK  |                             TITLE                            | DURATION |   SIZE  |
|----------|--------------------------------------------------------------|----------|---------|
|    01    | A Carrion King                                               |   3:58   |  28 MB  |
|    02    | Hydra                                                        |   3:33   |  23 MB  |
|    03    | Transcending Flesh                                           |   4:44   |  33 MB  |
|    04    | Pariah                                                       |   3:00   |  22 MB  |
|    05    | The Profane Void                                             |   3:52   |  27 MB  |
|    06    | Yield and Serve                                              |   3:08   |  23 MB  |
|    07    | Sanguine Kiss                                                |   3:35   |  25 MB  |
|    08    | Maelstrom                                                    |   4:19   |  29 MB  |
|    09    | The Esoteric Artisan                                         |   6:21   |  41 MB  |
|    10    | Book of Dissonance                                           |   8:41   |  56 MB  |
|----------|--------------------------------------------------------------|----------|---------|

