Namie Amuro - LOVE ENHANCED ♥ single collection [2002] [Best Album] [FLAC - CD]

|----------|--------------------------------------------------------------|----------|---------|
|   TRACK  |                             TITLE                            | DURATION |   SIZE  |
|----------|--------------------------------------------------------------|----------|---------|
|    01    | Say the word (New Arrangement)                               |   3:54   |  29 MB  |
|    02    | RESPECT the POWER OF LOVE (New Mix)                          |   5:13   |  38 MB  |
|    03    | NEVER END (New Vocal)                                        |   6:07   |  45 MB  |
|    04    | LOVE 2000 (New Mix)                                          |   5:04   |  39 MB  |
|    05    | PLEASE SMILE AGAIN (New Mix)                                 |   4:44   |  36 MB  |
|    06    | think of me (New Vocal)                                      |   4:26   |  32 MB  |
|    07    | SOMETHING 'BOUT THE KISS (New Vocal)                         |   4:45   |  33 MB  |
|    08    | lovin' it                                                    |   5:01   |  34 MB  |
|    09    | I HAVE NEVER SEEN (New Arrangement)                          |   5:37   |  35 MB  |
|    10    | HimAWArI (New Vocal)                                         |   4:46   |  35 MB  |
|    11    | no more tears (New Mix)                                      |   5:48   |  40 MB  |
|    12    | I WILL (New Mix)                                             |   6:41   |  45 MB  |
|----------|--------------------------------------------------------------|----------|---------|

