Namie Amuro - break the rules [2000] [Album] [ALAC - WEB]

|----------|--------------------------------------------------------------|----------|---------|
|   TRACK  |                             TITLE                            | DURATION |   SIZE  |
|----------|--------------------------------------------------------------|----------|---------|
|    01    | RULE 8AM                                                     |   0:30   |  04 MB  |
|    02    | no more tears                                                |   5:45   |  40 MB  |
|    03    | better days                                                  |   4:22   |  32 MB  |
|    04    | break the rules                                              |   4:01   |  29 MB  |
|    05    | LOOKING FOR YOU                                              |   4:37   |  35 MB  |
|    06    | PLEASE SMILE AGAIN (Album Mix)                               |   4:43   |  37 MB  |
|    07    | never shoulda                                                |   4:21   |  34 MB  |
|    08    | CROSS OVER (Album Mix)                                       |   5:01   |  37 MB  |
|    09    | GIRLFRIEND                                                   |   4:13   |  32 MB  |
|    10    | NEVER END (Album Mix)                                        |   6:26   |  45 MB  |
|    11    | think of me                                                  |   4:43   |  33 MB  |
|    12    | RULE 8PM                                                     |   0:33   |  03 MB  |
|    13    | HimAWArI                                                     |   4:45   |  30 MB  |
|    14    | no more tears REMIX                                          |   8:59   |  68 MB  |
|----------|--------------------------------------------------------------|----------|---------|

