Namie Amuro - _genic [2015] [Album] [FLAC - CD]

|----------|--------------------------------------------------------------|----------|---------|
|   TRACK  |                             TITLE                            | DURATION |   SIZE  |
|----------|--------------------------------------------------------------|----------|---------|
|    01    | Photogenic                                                   |   3:27   |  25 MB  |
|    02    | Time Has Come                                                |   3:45   |  28 MB  |
|    03    | Golden Touch                                                 |   3:31   |  28 MB  |
|    04    | Birthday                                                     |   3:08   |  25 MB  |
|    05    | It                                                           |   2:44   |  20 MB  |
|    06    | Scream                                                       |   3:44   |  29 MB  |
|    07    | Fashionista                                                  |   3:32   |  28 MB  |
|    08    | Fly                                                          |   3:22   |  26 MB  |
|    09    | B Who I Want 2 B (feat. Hatsune Miku)                        |   2:52   |  19 MB  |
|    10    | Stranger                                                     |   3:37   |  31 MB  |
|    11    | Every Woman                                                  |   3:02   |  25 MB  |
|    12    | Space Invader                                                |   3:15   |  26 MB  |
|    13    | Anything                                                     |   4:51   |  34 MB  |
|    14    | What I Did For Love (feat. David Guetta)                     |   3:27   |  25 MB  |
|----------|--------------------------------------------------------------|----------|---------|

