vistlip - GLOSTER (lipper) [2013] [EP] [ALAC - WEB]

|----------|--------------------------------------------------------------|----------|---------|
|   TRACK  |                             TITLE                            | DURATION |   SIZE  |
|----------|--------------------------------------------------------------|----------|---------|
|    01    | Devil's whisper                                              |   2:42   |  20 MB  |
|    02    | Doukou                                                       |   4:23   |  37 MB  |
|    03    | Inbreed                                                      |   3:35   |  29 MB  |
|    04    | GLOSTER IMAGE                                                |   4:24   |  37 MB  |
|    05    | Specter of kingdom                                           |   4:44   |  38 MB  |
|    06    | Pinocchio                                                    |   4:10   |  34 MB  |
|    07    | Reincarnation                                                |   4:21   |  36 MB  |
|    08    | Yoru                                                         |   4:57   |  37 MB  |
|----------|--------------------------------------------------------------|----------|---------|

