Sybreed - Slave Design [2004] [Album] [FLAC - CD]

|----------|--------------------------------------------------------------|----------|---------|
|   TRACK  |                             TITLE                            | DURATION |   SIZE  |
|----------|--------------------------------------------------------------|----------|---------|
|    01    | Bioactive                                                    |   6:24   |  49 MB  |
|    02    | Re-Evolution                                                 |   4:03   |  31 MB  |
|    03    | Decoy                                                        |   5:07   |  38 MB  |
|    04    | Synthetic Breed                                              |   5:19   |  40 MB  |
|    05    | Next Day Will Never Come                                     |   5:24   |  41 MB  |
|    06    | Machine Gun Messiah                                          |   4:18   |  33 MB  |
|    07    | Take The Red Pill                                            |   5:00   |  38 MB  |
|    08    | Rusted                                                       |   5:34   |  41 MB  |
|    09    | Static Currents                                              |   3:44   |  28 MB  |
|    10    | Critical Mass                                                |   6:11   |  45 MB  |
|    11    | Re-Evolution (Syntax Airplay Edit)                           |   3:54   |  30 MB  |
|    12    | Decoy (Radio Slave Edit)                                     |   4:00   |  31 MB  |
|    13    | Bioactive (2024 Re-recorded Version)                         |   6:36   |  48 MB  |
|    14    | System Debaser                                               |   6:24   |  46 MB  |
|----------|--------------------------------------------------------------|----------|---------|

