YOASOBI - THE BOOK 2 [2021] [Album] [24-96 FLAC - WEB]

|----------|--------------------------------------------------------------|----------|---------|
|   TRACK  |                             TITLE                            | DURATION |   SIZE  |
|----------|--------------------------------------------------------------|----------|---------|
|    01    | Tsubame (feat. Midories)                                     |   3:36   |  78 MB  |
|    02    | Sangenshoku                                                  |   3:40   |  85 MB  |
|    03    | Taishou Roman                                                |   2:46   |  62 MB  |
|    04    | Mou Sukoshi Dake                                             |   3:38   |  81 MB  |
|    05    | Yasashii Suisei                                              |   3:33   |  75 MB  |
|    06    | Kaibutsu                                                     |   3:25   |  76 MB  |
|    07    | Moshimo Inochi ga Kaketara                                   |   3:21   |  72 MB  |
|    08    | Love Letter                                                  |   3:30   |  78 MB  |
|----------|--------------------------------------------------------------|----------|---------|

