Ado - Kyougen [2022] [Album] [ALAC - WEB]

|----------|--------------------------------------------------------------|----------|---------|
|   TRACK  |                             TITLE                            | DURATION |   SIZE  |
|----------|--------------------------------------------------------------|----------|---------|
|    01    | Ready Made                                                   |   4:03   |  32 MB  |
|    02    | Odo                                                          |   3:30   |  29 MB  |
|    03    | Domestic Violence                                            |   2:38   |  22 MB  |
|    04    | FREEDOM                                                      |   3:06   |  26 MB  |
|    05    | Hanabi                                                       |   3:32   |  26 MB  |
|    06    | Aitakute                                                     |   4:55   |  38 MB  |
|    07    | Lucky Brute                                                  |   3:29   |  27 MB  |
|    08    | Giragira                                                     |   4:36   |  34 MB  |
|    09    | Ashura-chan                                                  |   3:15   |  25 MB  |
|    10    | Kokoro to Iu Na no Fukakai                                   |   4:29   |  34 MB  |
|    11    | Usseewa                                                      |   3:26   |  28 MB  |
|    12    | Motherland                                                   |   4:20   |  33 MB  |
|    13    | Kagakushuu                                                   |   3:35   |  29 MB  |
|    14    | Yoru no Pierrot                                              |   3:20   |  28 MB  |
|----------|--------------------------------------------------------------|----------|---------|

