Ado - Ado Nationwide Tour 2023 “Mars” (Live At Nippon Budokan, 2023) [2026] [Live Album] [24-48 ALAC - WEB]

|----------|--------------------------------------------------------------|----------|---------|
|   TRACK  |                             TITLE                            | DURATION |   SIZE  |
|----------|--------------------------------------------------------------|----------|---------|
|    01    | Odo (Bon-Odo Remix / Live At Nippon Budokan, 2023)           |   3:23   |  46 MB  |
|    02    | Watashi wa Saikyou (Live At Nippon Budokan, 2023)            |   4:14   |  57 MB  |
|    03    | FREEDOM (Live At Nippon Budokan, 2023)                       |   3:32   |  47 MB  |
|    04    | Ashura-chan (Live At Nippon Budokan, 2023)                   |   3:17   |  44 MB  |
|    05    | Utakata Lullaby (Live At Nippon Budokan, 2023)               |   3:02   |  41 MB  |
|    06    | Kazari ja Nai no yo Namida wa (Live At Nippon Budokan, 2023) |   4:16   |  57 MB  |
|    07    | unravel (Live At Nippon Budokan, 2023)                       |   4:04   |  53 MB  |
|    08    | Villain (Live At Nippon Budokan, 2023)                       |   3:25   |  46 MB  |
|    09    | Buriki no Dance (Live At Nippon Budokan, 2023)               |   3:25   |  46 MB  |
|    10    | Readymade (Live At Nippon Budokan, 2023)                     |   4:07   |  55 MB  |
|    11    | Yukue Shirezu (Live At Nippon Budokan, 2023)                 |   3:18   |  44 MB  |
|    12    | Yoru no Pierrot (Live At Nippon Budokan, 2023)               |   3:30   |  47 MB  |
|    13    | Hanabi (Live At Nippon Budokan, 2023)                        |   3:33   |  45 MB  |
|    14    | Himawari (Live At Nippon Budokan, 2023)                      |   4:22   |  56 MB  |
|    15    | Rebellion (Live At Nippon Budokan, 2023)                     |   3:09   |  43 MB  |
|    16    | Atashi wa Mondaisaku (Live At Nippon Budokan, 2023)          |   4:00   |  54 MB  |
|    17    | Tot Musica (Live At Nippon Budokan, 2023)                    |   3:19   |  43 MB  |
|    18    | Usseewa (Live At Nippon Budokan, 2023)                       |   3:35   |  49 MB  |
|    19    | DIGNITY (Live At Nippon Budokan, 2023)                       |   4:25   |  55 MB  |
|    20    | Ibara (Live At Nippon Budokan, 2023)                         |   4:30   |  60 MB  |
|    21    | Gyakkou (Live At Nippon Budokan, 2023)                       |   4:06   |  55 MB  |
|    22    | Show (Live At Nippon Budokan, 2023)                          |   3:19   |  44 MB  |
|    23    | Shin Jidai (Live At Nippon Budokan, 2023)                    |   4:25   |  59 MB  |
|----------|--------------------------------------------------------------|----------|---------|

