Ado - Ado's Best Adobum [2025] [Best Album] [24-48 FLAC - WEB]

Disc 1
|----------|--------------------------------------------------------------|----------|---------|
|   TRACK  |                             TITLE                            | DURATION |   SIZE  |
|----------|--------------------------------------------------------------|----------|---------|
|    01    | Usseewa                                                      |   3:25   |  47 MB  |
|    02    | Ashura-chan                                                  |   3:16   |  42 MB  |
|    03    | Yoru no Pierrot                                              |   3:20   |  46 MB  |
|    04    | Kura Kura                                                    |   3:11   |  44 MB  |
|    05    | Chocolat Cadabra                                             |   3:04   |  42 MB  |
|    06    | unravel                                                      |   3:58   |  52 MB  |
|    07    | Watashi wa Saikyou                                           |   4:17   |  58 MB  |
|    08    | Utakata Lullaby                                              |   2:53   |  39 MB  |
|    09    | Motherland                                                   |   4:20   |  56 MB  |
|    10    | Himawari                                                     |   4:19   |  55 MB  |
|    11    | Shin Jidai                                                   |   3:46   |  51 MB  |
|    12    | Gira Gira                                                    |   4:36   |  59 MB  |
|    13    | RuLe                                                         |   3:17   |  45 MB  |
|    14    | Episode X                                                    |   3:23   |  47 MB  |
|    15    | FREEDOM                                                      |   3:06   |  42 MB  |
|    16    | ROCKSTAR                                                     |   3:43   |  49 MB  |
|    17    | Show                                                         |   3:12   |  43 MB  |
|    18    | Ibara                                                        |   4:21   |  57 MB  |
|    19    | Value                                                        |   3:04   |  39 MB  |
|    20    | Kokoro to Iu Na no Fukakai                                   |   4:29   |  59 MB  |
|----------|--------------------------------------------------------------|----------|---------|

Disc 2
|----------|--------------------------------------------------------------|----------|---------|
|   TRACK  |                             TITLE                            | DURATION |   SIZE  |
|----------|--------------------------------------------------------------|----------|---------|
|    01    | Shoka                                                        |   3:49   |  51 MB  |
|    02    | Hello Signals                                                |   3:18   |  45 MB  |
|    03    | Gyakkou                                                      |   3:57   |  55 MB  |
|    04    | Rebellion                                                    |   2:58   |  41 MB  |
|    05    | MIRROR                                                       |   3:00   |  38 MB  |
|    06    | Atashi wa Mondaisaku                                         |   3:14   |  43 MB  |
|    07    | Yukue Shirezu                                                |   3:09   |  74 MB  |
|    08    | Aishite Aishite Aishite                                      |   4:18   |  56 MB  |
|    09    | Tot Musica                                                   |   3:15   |  42 MB  |
|    10    | DIGNITY                                                      |   4:12   |  54 MB  |
|    11    | Aitakute                                                     |   4:54   |  64 MB  |
|    12    | Elf                                                          |   4:24   |  54 MB  |
|    13    | Eien no Akuruhi                                              |   4:06   |  50 MB  |
|    14    | Readymade                                                    |   4:03   |  54 MB  |
|    15    | Lucky Bruto                                                  |   3:29   |  45 MB  |
|    16    | Kagakushuu                                                   |   3:35   |  48 MB  |
|    17    | All Night Radio                                              |   3:32   |  48 MB  |
|    18    | Watashi ni Hanataba                                          |   3:48   |  50 MB  |
|    19    | Odo                                                          |   3:28   |  47 MB  |
|    20    | Sakura Biyori to Time Machine                                |   5:30   |  71 MB  |
|----------|--------------------------------------------------------------|----------|---------|

