Turisas - The Varangian Way [2007] [Album] [ALAC - WEB]

|----------|--------------------------------------------------------------|----------|---------|
|   TRACK  |                             TITLE                            | DURATION |   SIZE  |
|----------|--------------------------------------------------------------|----------|---------|
|    01    | To Holmgard and Beyond                                       |   5:17   |  40 MB  |
|    02    | A Portage to the Unknown                                     |   4:50   |  36 MB  |
|    03    | Cursed Be Iron                                               |   5:03   |  37 MB  |
|    04    | Fields of Gold                                               |   4:34   |  35 MB  |
|    05    | In the Court of Jarisleif                                    |   3:17   |  25 MB  |
|    06    | Five Hundred and One                                         |   6:18   |  46 MB  |
|    07    | The Dnieper Rapids                                           |   5:20   |  41 MB  |
|    08    | Miklagard Overture                                           |   8:18   |  62 MB  |
|----------|--------------------------------------------------------------|----------|---------|

