Turisas - Turisas 2013 [2013] [Album] [ALAC - WEB]

|----------|--------------------------------------------------------------|----------|---------|
|   TRACK  |                             TITLE                            | DURATION |   SIZE  |
|----------|--------------------------------------------------------------|----------|---------|
|    01    | For Your Own Good                                            |   4:32   |  34 MB  |
|    02    | Ten More Miles                                               |   4:16   |  33 MB  |
|    03    | Piece by Piece                                               |   5:38   |  42 MB  |
|    04    | Into the Free                                                |   3:49   |  30 MB  |
|    05    | Run Bhang-Eater, Run!                                        |   4:40   |  34 MB  |
|    06    | Greek Fire                                                   |   4:50   |  35 MB  |
|    07    | The Days Passed                                              |   4:33   |  34 MB  |
|    08    | No Good Story Ever Starts With Drinking Tea                  |   2:50   |  22 MB  |
|    09    | We Ride Together                                             |   6:33   |  50 MB  |
|----------|--------------------------------------------------------------|----------|---------|

